Ov,T,S,Sv
35.4,"FOUR! Michael Neser to Ben Manenti. Length ball, driving, Hit Hard past deep extra cover for 4 runs.",Four runs,4
35.5,"Michael Neser to Ben Manenti. Short, Leave, for no runs, fielded by Peirson.",Dot ball,0
35.6,"Michael Neser to Ben Manenti. Length ball, shoulders arms, for no runs, fielded by Peirson.",Dot ball,0
36.0,Over 36. 8 runs. Bowler: Michael Neser. South Australia: 119/6(rr 3.31),End of over,
36.1,"Xavier Bartlett to Harry Nielsen. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
36.2,"Xavier Bartlett to Harry Nielsen. Length ball, defending, Played to silly mid off for no runs.",Dot ball,0
36.3,"Xavier Bartlett to Harry Nielsen. Back of a length, working, Played to short leg for no runs.",Dot ball,0
36.4,"Xavier Bartlett to Harry Nielsen. Back of a length, shoulders arms, for no runs, fielded by Peirson.",Dot ball,0
36.5,"Xavier Bartlett to Harry Nielsen. Back of a length, shoulders arms, for no runs, fielded by Peirson.",Dot ball,0
36.6,"Xavier Bartlett to Harry Nielsen. Length ball, defending, Played to silly mid on for no runs.",Dot ball,0
37.0,Over 37. no runs. Bowler: Xavier Bartlett. South Australia: 119/6(rr 3.22),End of over,
37.1,"Michael Neser to Ben Manenti. Length ball, defending, Played to silly mid on for no runs.",Dot ball,0
37.2,"Michael Neser to Ben Manenti. Length ball, defending, Played to silly mid off for no runs.",Dot ball,0
37.3,"Michael Neser to Ben Manenti. Yorker, driving, Played to extra cover for 2 runs.",Two runs,2
37.4,"Michael Neser to Ben Manenti. Half volley, driving, Played to short extra cover for no runs.",Dot ball,0
37.5,"Michael Neser to Ben Manenti. Short, hooking, mis-timed to deep square leg for 1 run.",One run,1
37.6,"Michael Neser to Harry Nielsen. Short, Leave, for no runs, fielded by Peirson.",Dot ball,0
38.0,Over 38. 3 runs. Bowler: Michael Neser. South Australia: 122/6(rr 3.21),End of over,
38.1,"Jack Sinfield to Ben Manenti. Length ball, pushing, Played to short mid wicket for no runs.",Dot ball,0
38.2,"Jack Sinfield to Ben Manenti. Back of a length, pushing, Played to cover for 2 runs.",Two runs,2
38.3,"Jack Sinfield to Ben Manenti. Half volley, working, Played to short mid wicket for no runs.",Dot ball,0
38.4,"Jack Sinfield to Ben Manenti. Back of a length, pulling, Edged to leg gully for no runs.",Dot ball,0
38.5,"Jack Sinfield to Ben Manenti. Length ball, driving, Played to short extra cover for no runs.",Dot ball,0
38.6,"Jack Sinfield to Ben Manenti. Length ball, pushing, Played to backward point for no runs.",Dot ball,0
39.0,Over 39. 2 runs. Bowler: Jack Sinfield. South Australia: 124/6(rr 3.18),End of over,
39.1,"Michael Neser to Harry Nielsen. Length ball, shoulders arms, for no runs, fielded by Peirson.",Dot ball,0
39.2,"Michael Neser to Harry Nielsen. Half volley, driving, Played to deep cover for 2 runs.",Two runs,2
39.3,"Michael Neser to Harry Nielsen. Length ball, shoulders arms, for no runs, fielded by Peirson.",Dot ball,0
39.4,"Michael Neser to Harry Nielsen. Length ball, defending, Played to silly mid off for no runs.",Dot ball,0
39.5,"Michael Neser to Harry Nielsen. Length ball, shoulders arms, for no runs, fielded by Peirson.",Dot ball,0
39.6,"Michael Neser to Harry Nielsen. Length ball, shoulders arms, for no runs, fielded by Peirson.",Dot ball,0
40.0,Over 40. 2 runs. Bowler: Michael Neser. South Australia: 126/6(rr 3.15),End of over,
40.1,"Jack Sinfield to Ben Manenti. Length ball, defending, Played to silly mid on for no runs.",Dot ball,0
40.2,"Jack Sinfield to Ben Manenti. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
40.3,"Jack Sinfield to Ben Manenti. Length ball, pushing, Played to short mid wicket for no runs.",Dot ball,0
40.4,"Jack Sinfield to Ben Manenti. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
40.5,"Jack Sinfield to Ben Manenti. Half volley, working, Played to long on for 1 run.",One run,1
40.6,"Jack Sinfield to Harry Nielsen. Length ball, defending, Played to point for no runs.",Dot ball,0
41.0,Over 41. 1 run. Bowler: Jack Sinfield. South Australia: 127/6(rr 3.10),End of over,
41.1,"FOUR! Jack Wildermuth to Ben Manenti. Half volley, driving, Hit Hard past deep cover for 4 runs.",Four runs,4
41.2,"Jack Wildermuth to Ben Manenti. Length ball, defending, missed for no runs, fielded by Peirson.",Dot ball,0
41.3,"Jack Wildermuth to Ben Manenti. Length ball, defending, Played to silly mid off for no runs.",Dot ball,0
41.4,"Jack Wildermuth to Ben Manenti. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
41.5,"Jack Wildermuth to Ben Manenti. Half volley, driving, Played to point for no runs.",Dot ball,0
41.6,"Jack Wildermuth to Ben Manenti. Length ball, shoulders arms, for no runs, fielded by Peirson.",Dot ball,0
42.0,Over 42. 4 runs. Bowler: Jack Wildermuth. South Australia: 131/6(rr 3.12),End of over,
42.1,"Jack Sinfield to Harry Nielsen. Half volley, pushing, Played to short extra cover for no runs.",Dot ball,0
42.2,"Jack Sinfield to Harry Nielsen. Length ball, cutting, Played to deep point for 1 run.",One run,1
42.3,"Jack Sinfield to Ben Manenti. Length ball, driving, Played to mid off for 1 run.",One run,1
42.4,"Jack Sinfield to Harry Nielsen. Half volley, defending, Played to short leg for no runs.",Dot ball,0
42.5,"Jack Sinfield to Harry Nielsen. Length ball, pushing, Played to short extra cover for no runs.",Dot ball,0
42.6,"Jack Sinfield to Harry Nielsen. Length ball, defending, Played to point for no runs.",Dot ball,0
43.0,Over 43. 2 runs. Bowler: Jack Sinfield. South Australia: 133/6(rr 3.09),End of over,
43.1,"Jack Wildermuth to Ben Manenti. Half volley, driving, Hit Hard to point for no runs.",Dot ball,0
43.2,"FOUR! Jack Wildermuth to Ben Manenti. Half volley, driving, Hit Hard past deep point for 4 runs.",Four runs,4
43.3,"Jack Wildermuth to Ben Manenti. Back of a length, defending, Played back to bowler for no runs.",Dot ball,0
43.4,"Jack Wildermuth to Ben Manenti. Length ball, defending, Played to silly mid on for no runs.",Dot ball,0
43.5,"FOUR! Jack Wildermuth to Ben Manenti. Back of a length, pulling, Hit Hard past deep mid wicket for 4 runs.",Four runs,4
43.6,"Jack Wildermuth to Ben Manenti. Length ball, working, Played to mid wicket for 1 run.",One run,1
44.0,Over 44. 9 runs. Bowler: Jack Wildermuth. South Australia: 142/6(rr 3.23),End of over,
44.1,"Jack Sinfield to Ben Manenti. Length ball, working, Played to short mid wicket for no runs.",Dot ball,0
44.2,"Jack Sinfield to Ben Manenti. Length ball, pulling, Played to deep backward square leg for 1 run.",One run,1
44.3,"Jack Sinfield to Harry Nielsen. Half volley, reverse sweeping, missed for no runs, fielded by Peirson.",Dot ball,0
44.4,"Jack Sinfield to Harry Nielsen. Half volley, driving, Played to third man for 2 runs.",Two runs,2
44.5,"Jack Sinfield to Harry Nielsen. Length ball, cutting, mis-timed to deep backward point for 1 run.",One run,1
44.6,"Jack Sinfield to Ben Manenti. Half volley, driving, Played back to bowler for no runs.",Dot ball,0
45.0,Over 45. 4 runs. Bowler: Jack Sinfield. South Australia: 146/6(rr 3.24),End of over,
45.1,"Mark Steketee to Harry Nielsen. Back of a length, working, Played to short leg for no runs.",Dot ball,0
45.2,"Mark Steketee to Harry Nielsen. Back of a length, defending, Played to short leg for no runs.",Dot ball,0
45.3,"Mark Steketee to Harry Nielsen. Back of a length, glancing, Played to leg gully for 1 run.",One run,1
45.4,"FOUR! Mark Steketee to Ben Manenti. Back of a length, driving, Played past deep cover for 4 runs.",Four runs,4
45.5,"Mark Steketee to Ben Manenti. Length ball, defending, Played to silly mid off for no runs.",Dot ball,0
45.6,"Mark Steketee to Ben Manenti. Short, Leave, for no runs, fielded by Peirson.",Dot ball,0
46.0,Over 46. 5 runs. Bowler: Mark Steketee. South Australia: 151/6(rr 3.28),End of over,
46.1,"Jack Sinfield to Harry Nielsen. Length ball, driving, Played to mid off for 1 run.",One run,1
46.2,"Jack Sinfield to Ben Manenti. Length ball, pulling, Played to leg gully for no runs.",Dot ball,0
46.3,"Jack Sinfield to Ben Manenti. Half volley, sweeping, Played to short fine leg for no runs.",Dot ball,0
46.4,"Jack Sinfield to Ben Manenti. Length ball, padded, padded to leg gully for no runs.",Dot ball,0
46.5,"Jack Sinfield to Ben Manenti. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
46.6,"Jack Sinfield to Ben Manenti. Length ball, driving, Played to mid on for 1 run.",One run,1
47.0,Over 47. 2 runs. Bowler: Jack Sinfield. South Australia: 153/6(rr 3.26),End of over,
47.1,"Mark Steketee to Ben Manenti. Length ball, defending, Played to silly mid off for no runs.",Dot ball,0
47.2,"Mark Steketee to Ben Manenti. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
47.3,"FOUR! Mark Steketee to Ben Manenti. Short, pulling, Hit Hard past deep mid wicket for 4 runs.",Four runs,4
47.4,"Mark Steketee to Ben Manenti. Length ball, defending, Played to silly point for no runs.",Dot ball,0
47.5,"Mark Steketee to Ben Manenti. Length ball, driving, Played to silly mid off for no runs.",Dot ball,0
47.6,"Mark Steketee to Ben Manenti. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
48.0,Over 48. 4 runs. Bowler: Mark Steketee. South Australia: 157/6(rr 3.27),End of over,
48.1,"FOUR! Jack Sinfield to Harry Nielsen. Length ball, Late Cut, Edged past third man for 4 runs.",Four runs,4
48.2,"Jack Sinfield to Harry Nielsen. Length ball, cutting, mis-timed to point for no runs.",Dot ball,0
48.3,"Jack Sinfield to Harry Nielsen. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
48.4,"Jack Sinfield to Harry Nielsen. Half volley, defending, Played back to bowler for no runs.",Dot ball,0
48.5,"Jack Sinfield to Harry Nielsen. Length ball, Leave, for no runs, fielded by Peirson.",Dot ball,0
48.6,"Jack Sinfield to Harry Nielsen. Half volley, pushing, Played to mid off for no runs.",Dot ball,0
49.0,Over 49. 4 runs. Bowler: Jack Sinfield. South Australia: 161/6(rr 3.29),End of over,
49.1,"Michael Neser to Ben Manenti. Back of a length, glancing, Edged to short leg for no runs.",Dot ball,0
49.2,"Michael Neser to Ben Manenti. Length ball, pulling, Edged to fine leg for 1 run.",One run,1
49.3,"Michael Neser to Harry Nielsen. Half volley, Leave, for no runs, fielded by Peirson.",Dot ball,0
49.4,"Michael Neser to Harry Nielsen. Length ball, Leave, for no runs, fielded by Peirson.",Dot ball,0
49.5,"Michael Neser to Harry Nielsen. Length ball, shoulders arms, for no runs, fielded by Peirson.",Dot ball,0
49.6,"Michael Neser to Harry Nielsen. Length ball, shoulders arms, for no runs, fielded by Peirson.",Dot ball,0
50.0,Over 50. 1 run. Bowler: Michael Neser. South Australia: 162/6(rr 3.24),End of over,
50.1,"FOUR! Jack Sinfield to Ben Manenti. Back of a length, pulling, Hit Hard past fine leg for 4 runs.",Four runs,4
50.2,"Jack Sinfield to Ben Manenti. Length ball, working, Played to short mid wicket for no runs.",Dot ball,0
50.3,"Jack Sinfield to Ben Manenti. Length ball, working, Edged to silly point for no runs.",Dot ball,0
50.4,"Jack Sinfield to Ben Manenti. Half volley, driving, Played to extra cover for 1 run.",One run,1
50.5,"Jack Sinfield to Harry Nielsen. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
50.6,"Jack Sinfield to Harry Nielsen. Length ball, Late Cut, Played to backward point for no runs.",Dot ball,0
51.0,Over 51. 5 runs. Bowler: Jack Sinfield. South Australia: 167/6(rr 3.27),End of over,
51.1,"Michael Neser to Ben Manenti. Short, Leave, for no runs, fielded by Peirson.",Dot ball,0
51.2,"Michael Neser to Ben Manenti. Back of a length, pulling, Hit Hard to deep mid wicket for 1 run.",One run,1
51.3,"FOUR! Michael Neser to Harry Nielsen. Half volley, driving, Hit Hard past third man for 4 runs.",Four runs,4
51.4,"Michael Neser to Harry Nielsen. Length ball, shoulders arms, for no runs, fielded by Peirson.",Dot ball,0
51.5,"Michael Neser to Harry Nielsen. Half volley, Leave, for no runs, fielded by Peirson.",Dot ball,0
51.6,"Michael Neser to Harry Nielsen. Short, defending, Edged to silly point for no runs.",Dot ball,0
52.0,Over 52. 5 runs. Bowler: Michael Neser. South Australia: 172/6(rr 3.31),End of over,
52.1,"Jack Sinfield to Ben Manenti. Length ball, working, Played to square leg for 1 run.",One run,1
52.2,"Jack Sinfield to Harry Nielsen. Length ball, pushing, Played to point for no runs.",Dot ball,0
52.3,"Jack Sinfield to Harry Nielsen. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
52.4,"Jack Sinfield to Harry Nielsen. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
52.5,"Jack Sinfield to Harry Nielsen. Length ball, defending, Played to short leg for no runs.",Dot ball,0
52.6,"Jack Sinfield to Harry Nielsen. Half volley, driving, Played to short extra cover for no runs, run save by Neser.",Dot ball,0
53.0,Over 53. 1 run. Bowler: Jack Sinfield. South Australia: 173/6(rr 3.26),End of over,
53.1,"FOUR! Michael Neser to Ben Manenti. Back of a length, pulling, Hit Hard past deep mid wicket for 4 runs.",Four runs,4
53.2,"Michael Neser to Ben Manenti. Short, pulling, Edged to fine leg for 1 run.",One run,1
53.3,"Michael Neser to Harry Nielsen. Length ball, Leave, for no runs, fielded by Peirson.",Dot ball,0
53.4,"Michael Neser to Harry Nielsen. Length ball, shoulders arms, for no runs, fielded by Peirson.",Dot ball,0
53.5,"Michael Neser to Harry Nielsen. Back of a length, shoulders arms, for no runs, fielded by Peirson.",Dot ball,0
53.6,"Michael Neser to Harry Nielsen. Length ball, shoulders arms, for no runs, fielded by Peirson.",Dot ball,0
54.0,Over 54. 5 runs. Bowler: Michael Neser. South Australia: 178/6(rr 3.30),End of over,
54.1,"FOUR! Jack Sinfield to Ben Manenti. Back of a length, pulling, Hit Hard past fine leg for 4 runs.",Four runs,4
54.2,"FOUR! Jack Sinfield to Ben Manenti. Back of a length, pulling, Hit Hard past deep backward square leg for 4 runs.",Four runs,4
54.3,"Jack Sinfield to Ben Manenti. Half volley, driving, Played to short leg for no runs.",Dot ball,0
54.4,"FOUR! Jack Sinfield to Ben Manenti. Length ball, pulling, Hit Hard past fine leg for 4 runs.",Four runs,4
54.5,"Jack Sinfield to Ben Manenti. Length ball, driving, Played to mid off for no runs.",Dot ball,0
54.6,"Jack Sinfield to Ben Manenti. Length ball, driving, Played to short extra cover for no runs.",Dot ball,0
55.0,Over 55. 12 runs. Bowler: Jack Sinfield. South Australia: 190/6(rr 3.45),End of over,
55.1,"Michael Neser to Harry Nielsen. Short, Leave, for no runs, fielded by Peirson.",Dot ball,0
55.2,"Michael Neser to Harry Nielsen. Half volley, driving, Played to mid off for no runs.",Dot ball,0
55.3,"Michael Neser to Harry Nielsen. Length ball, Leave, for no runs, fielded by Peirson.",Dot ball,0
55.4,"Michael Neser to Harry Nielsen. Length ball, shoulders arms, for no runs, fielded by Peirson.",Dot ball,0
55.5,"APPEAL! Michael Neser to Harry Nielsen. Length ball, defending, hit pad to gully for no runs, appeal made for L.B.W.",Dot ball,0
55.6,"Michael Neser to Harry Nielsen. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
56.0,Over 56. no runs. Bowler: Michael Neser. South Australia: 190/6(rr 3.39),End of over,
56.1,"Jack Sinfield to Ben Manenti. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
56.2,"Jack Sinfield to Ben Manenti. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
56.3,"Jack Sinfield to Ben Manenti. Length ball, defending, Played to silly mid on for no runs.",Dot ball,0
56.4,"FOUR! Jack Sinfield to Ben Manenti. Half volley, driving, Hit Hard past deep extra cover for 4 runs.",Four runs,4
56.5,"Jack Sinfield to Ben Manenti. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
56.6,"Jack Sinfield to Ben Manenti. Half volley, driving, Hit Hard to deep cover for 3 runs, run save by Bartlett.",Three runs,3
57.0,Over 57. 7 runs. Bowler: Jack Sinfield. South Australia: 197/6(rr 3.46),End of over,
57.1,"Michael Neser to Ben Manenti. Short, defending, Played to short leg for no runs.",Dot ball,0
57.2,"Michael Neser to Ben Manenti. Back of a length, defending, Played back to bowler for no runs.",Dot ball,0
57.3,"Michael Neser to Ben Manenti. Back of a length, pulling, mis-timed to deep square leg for 1 run.",One run,1
57.4,"Michael Neser to Harry Nielsen. Length ball, shoulders arms, for no runs, fielded by Peirson.",Dot ball,0
57.5,"Michael Neser to Harry Nielsen. Half volley, Leave, for no runs, fielded by Peirson.",Dot ball,0
57.6,"Michael Neser to Harry Nielsen. Length ball, shoulders arms, for no runs, fielded by Peirson.",Dot ball,0
58.0,Over 58. 1 run. Bowler: Michael Neser. South Australia: 198/6(rr 3.41),End of over,
58.1,"Jack Sinfield to Ben Manenti. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
58.2,"Jack Sinfield to Ben Manenti. Length ball, cutting, Played to deep cover for 2 runs.",Two runs,2
58.3,"Jack Sinfield to Ben Manenti. Length ball, pushing, Played back to bowler for no runs.",Dot ball,0
58.4,"Jack Sinfield to Ben Manenti. Length ball, defending, Played to silly mid on for no runs.",Dot ball,0
58.5,"Jack Sinfield to Ben Manenti. Half volley, driving, Played to mid off for no runs.",Dot ball,0
58.6,"Jack Sinfield to Ben Manenti. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
59.0,Over 59. 2 runs. Bowler: Jack Sinfield. South Australia: 200/6(rr 3.39),End of over,
59.1,"Michael Neser to Harry Nielsen. Half volley, driving, Edged to deep backward point for 1 run.",One run,1
59.2,"Michael Neser to Ben Manenti. Back of a length, defending, Played to short leg for no runs.",Dot ball,0
59.3,"Michael Neser to Ben Manenti. Back of a length, driving, Played to point for no runs.",Dot ball,0
59.4,"Michael Neser to Ben Manenti. Short, pulling, Hit Hard to deep square leg for 1 run.",One run,1
59.5,"Michael Neser to Harry Nielsen. Length ball, defending, Edged to gully for no runs.",Dot ball,0
59.6,"Michael Neser to Harry Nielsen. Length ball, shoulders arms, for no runs, fielded by Peirson.",Dot ball,0
60.0,Over 60. 2 runs. Bowler: Michael Neser. South Australia: 202/6(rr 3.37),End of over,
60.1,"Xavier Bartlett to Ben Manenti. Half volley, driving, Played to silly mid on for no runs.",Dot ball,0
60.2,"Xavier Bartlett to Ben Manenti. Back of a length, defending, Played to point for no runs.",Dot ball,0
60.3,"FOUR! Xavier Bartlett to Ben Manenti. Back of a length, pulling, Hit Hard past deep mid wicket for 4 runs.",Four runs,4
60.4,"FOUR! Xavier Bartlett to Ben Manenti. Length ball, working, Played past long on for 4 runs.",Four runs,4
60.5,"Xavier Bartlett to Ben Manenti. Back of a length, defending, Played to short extra cover for no runs.",Dot ball,0
60.6,"Xavier Bartlett to Ben Manenti. Half volley, driving, Played to mid off for no runs.",Dot ball,0
61.0,Over 61. 8 runs. Bowler: Xavier Bartlett. South Australia: 210/6(rr 3.44),End of over,
61.1,"Michael Neser to Harry Nielsen. Half volley, driving, Played to mid off for no runs.",Dot ball,0
61.2,"Michael Neser to Harry Nielsen. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
61.3,"Michael Neser to Harry Nielsen. Length ball, shoulders arms, for no runs, fielded by Peirson.",Dot ball,0
61.4,"Michael Neser to Harry Nielsen. Length ball, Leave, for no runs, fielded by Peirson.",Dot ball,0
61.5,"Michael Neser to Harry Nielsen. Half volley, Leave, for no runs, fielded by Peirson.",Dot ball,0
61.6,"Michael Neser to Harry Nielsen. Length ball, shoulders arms, for no runs, fielded by Peirson.",Dot ball,0
62.0,Over 62. no runs. Bowler: Michael Neser. South Australia: 210/6(rr 3.39),End of over,
62.1,"Xavier Bartlett to Ben Manenti. Length ball, driving, Played to deep point for 1 run.",One run,1
62.2,"Xavier Bartlett to Harry Nielsen. Half volley, driving, Played to deep point for 1 run.",One run,1
62.3,"Xavier Bartlett to Ben Manenti. Length ball, driving, Played to deep point for 1 run.",One run,1
62.4,"Xavier Bartlett to Harry Nielsen. Length ball, shoulders arms, for no runs, fielded by Peirson.",Dot ball,0
62.5,"Xavier Bartlett to Harry Nielsen. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
62.6,"Xavier Bartlett to Harry Nielsen. Length ball, driving, mis-timed to silly mid on for no runs.",Dot ball,0
63.0,Over 63. 3 runs. Bowler: Xavier Bartlett. South Australia: 213/6(rr 3.38),End of over,
63.1,"Michael Neser to Ben Manenti. Back of a length, pulling, Played to fine leg for 1 run.",One run,1
63.2,"Michael Neser to Harry Nielsen. Length ball, Leave, for no runs, fielded by Peirson.",Dot ball,0
63.3,"Michael Neser to Harry Nielsen. Half volley, driving, Played back to bowler for no runs.",Dot ball,0
63.4,"Michael Neser to Harry Nielsen. Length ball, driving, Played to mid off for 1 run.",One run,1
63.5,"Michael Neser to Ben Manenti. Back of a length, pulling, Played to deep backward square leg for 2 runs, mis-fielded by Burns.",Two runs,2
63.6,"Michael Neser to Ben Manenti. Short, Leave, for no runs, fielded by Peirson.",Dot ball,0
64.0,Over 64. 4 runs. Bowler: Michael Neser. South Australia: 217/6(rr 3.39),End of over,
64.1,"Xavier Bartlett to Harry Nielsen. Half volley, driving, Played to mid off for no runs.",Dot ball,0
64.2,"Xavier Bartlett to Harry Nielsen. Length ball, glancing, Missed (Leg Side) for no runs, fielded by Peirson.",Dot ball,0
64.3,"Xavier Bartlett to Harry Nielsen. Length ball, driving, Played to short extra cover for no runs.",Dot ball,0
64.4,"Xavier Bartlett to Harry Nielsen. Length ball, shoulders arms, for no runs, fielded by Peirson.",Dot ball,0
64.5,"Xavier Bartlett to Harry Nielsen. Length ball, shoulders arms, for no runs, fielded by Peirson.",Dot ball,0
64.6,"Xavier Bartlett to Harry Nielsen. Length ball, driving, Played to silly mid off for no runs.",Dot ball,0
65.0,Over 65. no runs. Bowler: Xavier Bartlett. South Australia: 217/6(rr 3.34),End of over,
65.1,"Mark Steketee to Ben Manenti. Short, pulling, Played to fine leg for 1 run.",One run,1
65.1,"Wide Mark Steketee to Ben Manenti. Short, Leave, for 1 run, fielded by Peirson.",Wide,wd
65.2,"FOUR! Mark Steketee to Harry Nielsen. Back of a length, pulling, Hit Hard past deep mid wicket for 4 runs.",Four runs,4
65.3,"FOUR! Mark Steketee to Harry Nielsen. Back of a length, pulling, Hit Hard past deep backward square leg for 4 runs.",Four runs,4
65.4,"Mark Steketee to Harry Nielsen. Short, pulling, missed for no runs, fielded by Peirson.",Dot ball,0
65.5,"Mark Steketee to Harry Nielsen. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
65.6,"Mark Steketee to Harry Nielsen. Length ball, shoulders arms, for no runs, fielded by Peirson.",Dot ball,0
66.0,Over 66. 10 runs. Bowler: Mark Steketee. South Australia: 227/6(rr 3.44),End of over,
66.1,"Xavier Bartlett to Ben Manenti. Length ball, driving, Played to short extra cover for no runs.",Dot ball,0
66.2,"Xavier Bartlett to Ben Manenti. Half volley, driving, mis-timed to silly mid on for no runs.",Dot ball,0
66.3,"OUT! Caught. Xavier Bartlett to Ben Manenti. Length ball, driving, Edged to gully, caught by Neser.",Wicket,W
66.4,"Xavier Bartlett to Nathan McAndrew. Length ball, defending, Played to silly mid on for no runs.",Dot ball,0
66.5,"Xavier Bartlett to Nathan McAndrew. Length ball, Leave, for no runs, fielded by Peirson.",Dot ball,0
66.6,"Xavier Bartlett to Nathan McAndrew. Length ball, driving, mis-timed to extra cover for 1 run.",One run,1
67.0,Over 67. 1 run. Bowler: Xavier Bartlett. South Australia: 228/7(rr 3.40),End of over,
67.1,"Mark Steketee to Nathan McAndrew. Back of a length, driving, Played to third man for 3 runs.",Three runs,3
67.2,"Mark Steketee to Harry Nielsen. Length ball, shoulders arms, for no runs, fielded by Peirson.",Dot ball,0
67.3,"Mark Steketee to Harry Nielsen. Yorker, driving, mis-timed to silly point for no runs.",Dot ball,0
67.4,"Mark Steketee to Harry Nielsen. Length ball, driving, missed for no runs, fielded by Peirson.",Dot ball,0
67.5,"Mark Steketee to Harry Nielsen. Back of a length, Late Cut, Played to deep backward point for 2 runs.",Two runs,2
67.6,"Mark Steketee to Harry Nielsen. Length ball, shoulders arms, for no runs, fielded by Peirson.",Dot ball,0
68.0,Over 68. 5 runs. Bowler: Mark Steketee. South Australia: 233/7(rr 3.43),End of over,
68.1,"FOUR! Xavier Bartlett to Nathan McAndrew. Length ball, cutting, Hit Hard past deep backward point for 4 runs.",Four runs,4
68.2,"FOUR! Xavier Bartlett to Nathan McAndrew. Short, pulling, Hit Hard past deep mid wicket for 4 runs.",Four runs,4
68.3,"Xavier Bartlett to Nathan McAndrew. Length ball, defending, Played to backward point for no runs.",Dot ball,0
68.4,"Xavier Bartlett to Nathan McAndrew. Length ball, defending, Edged to gully for no runs.",Dot ball,0
68.5,"Xavier Bartlett to Nathan McAndrew. Length ball, defending, Played to silly mid off for no runs.",Dot ball,0
68.6,"FOUR! Xavier Bartlett to Nathan McAndrew. Back of a length, cutting, Hit Hard past deep backward point for 4 runs.",Four runs,4
69.0,Over 69. 12 runs. Bowler: Xavier Bartlett. South Australia: 245/7(rr 3.55),End of over,
69.1,"Mark Steketee to Harry Nielsen. Length ball, Leave, for no runs, fielded by Peirson.",Dot ball,0
69.2,"Mark Steketee to Harry Nielsen. Length ball, shoulders arms, for no runs, fielded by Peirson.",Dot ball,0
69.3,"Mark Steketee to Harry Nielsen. Length ball, Leave, for no runs, fielded by Peirson.",Dot ball,0
69.4,"Mark Steketee to Harry Nielsen. Length ball, shoulders arms, for no runs, fielded by Peirson.",Dot ball,0
69.5,"Mark Steketee to Harry Nielsen. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
69.6,"Mark Steketee to Harry Nielsen. Length ball, Leave, for no runs, fielded by Peirson.",Dot ball,0
70.0,Over 70. no runs. Bowler: Mark Steketee. South Australia: 245/7(rr 3.50),End of over,
70.1,"Jack Sinfield to Nathan McAndrew. Length ball, working, Played to short mid wicket for no runs.",Dot ball,0
70.2,"Jack Sinfield to Nathan McAndrew. Length ball, pulling, Played to short fine leg for 1 run, run save by Neser.",One run,1
70.3,"Jack Sinfield to Harry Nielsen. Length ball, driving, Played to short extra cover for no runs.",Dot ball,0
70.4,"FOUR! Jack Sinfield to Harry Nielsen. Length ball, Late Cut, Edged past third man for 4 runs.",Four runs,4
70.5,"Jack Sinfield to Harry Nielsen. Half volley, Scoop, Played to fine leg for 1 run.",One run,1
70.6,"Jack Sinfield to Nathan McAndrew. Length ball, working, mis-timed to backward square leg for no runs.",Dot ball,0
71.0,Over 71. 6 runs. Bowler: Jack Sinfield. South Australia: 251/7(rr 3.54),End of over,
71.1,"Mark Steketee to Harry Nielsen. Length ball, Late Cut, Played to deep backward point for 2 runs.",Two runs,2
71.2,"Mark Steketee to Harry Nielsen. Length ball, working, Played to square leg for no runs.",Dot ball,0
71.3,"Mark Steketee to Harry Nielsen. Length ball, Leave, for no runs, fielded by Peirson.",Dot ball,0
71.4,"Mark Steketee to Harry Nielsen. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
71.5,"Mark Steketee to Harry Nielsen. Length ball, shoulders arms, for no runs, fielded by Peirson.",Dot ball,0
71.6,"Mark Steketee to Harry Nielsen. Half volley, driving, Played to mid off for no runs.",Dot ball,0
72.0,Over 72. 2 runs. Bowler: Mark Steketee. South Australia: 253/7(rr 3.51),End of over,
72.1,"Jack Sinfield to Nathan McAndrew. Half volley, driving, Played back to bowler for no runs.",Dot ball,0
72.2,"Jack Sinfield to Nathan McAndrew. Half volley, driving, Played to mid off for 1 run.",One run,1
72.3,"Jack Sinfield to Harry Nielsen. Half volley, reverse sweeping, Played to backward point for no runs, run save by Neser.",Dot ball,0
72.4,"Jack Sinfield to Harry Nielsen. Length ball, defending, missed for no runs, fielded by Peirson.",Dot ball,0
72.5,"Jack Sinfield to Harry Nielsen. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
